"logFC","AveExpr","t","P.Value","adj.P.Val","B","Probe","Entrez","Gene"
-2.29845331755904,4.78804257589796,-6.63262427418781,1.73455294077967e-09,4.18703452897899e-07,11.4067580822697,"406991_at","406991","MIR21"
-0.69420291367294,6.7742627019898,-6.63257998526252,1.7349138459533e-09,4.18703452897899e-07,11.4065594096063,"51133_at","51133","KCTD3"
-1.03647401723825,4.67620188633673,-6.62839393659193,1.76936278777962e-09,4.23026531186713e-07,11.3877836915934,"4739_at","4739","NEDD9"
-0.901276920309302,5.33360492073469,-6.62497130847278,1.79803110387626e-09,4.25900293512616e-07,11.3724353767941,"114803_at","114803","MYSM1"
1.4944191297116,6.04035497789796,6.61358302145132,1.89676759817683e-09,4.45166134830824e-07,11.3213870989127,"10095_at","10095","ARPC1B"
-2.28470977918287,2.65610091493878,-6.60476989508108,1.97684031177694e-09,4.59741171417071e-07,11.2819042481996,"85391_at","85391","SNORD14E"
-1.27274092419436,1.77858158506122,-6.59644865277746,2.05550772165513e-09,4.7372971653497e-07,11.2446429019475,"100506413_at","100506413","DOCK4-AS1"
-1.08268243761024,2.03011272003061,-6.583845532879,2.18058527327195e-09,4.98069039828956e-07,11.1882411001282,"401024_at","401024","FSIP2"
-0.846457317293626,2.04072872336735,-6.57531909841047,2.26944177364636e-09,5.13777517286912e-07,11.1501061586016,"1768_at","1768","DNAH6"
-0.884003185807734,6.22389447130612,-6.56561699652299,2.37490970661161e-09,5.3293807118016e-07,11.1067354423046,"1060_at","1060","CENPC"
-0.694558933216305,6.58573732755102,-6.54237907686413,2.64762549670455e-09,5.88970047449529e-07,11.0029542137739,"10443_at","10443","N4BP2L2"
0.909525390915362,4.92600158185714,6.53144050125873,2.78649559180667e-09,6.14518364048261e-07,10.954150312908,"25966_at","25966","C2CD2"
0.659647688717869,6.54612575066326,6.52588840342049,2.85971168189754e-09,6.25274737147887e-07,10.9293907447669,"369_at","369","ARAF"
-0.786307095497392,5.56665343592857,-6.50791088613978,3.11007403816322e-09,6.74253508849927e-07,10.8492750784898,"9044_at","9044","BTAF1"
-1.20521256773459,3.04947782904082,-6.50320299526936,3.17914062656374e-09,6.83435088308854e-07,10.8283086147122,"100216546_at","100216546","LINC01004"
